category,accuracy,Number of PCs
accuracy,0.9601100412654745
accuracy,0.9504814305364512
accuracy,0.9491059147180193
accuracy,0.9601100412654745
accuracy,0.9546079779917469
accuracy,0.9504814305364512
accuracy,0.9601100412654745
accuracy,0.9573590096286108
accuracy,0.9463548830811555
accuracy,0.9628610729023384
accuracy,0.9491059147180193
accuracy,0.9449793672627235
accuracy,0.9601100412654745
accuracy,0.9546079779917469
accuracy,0.9642365887207703
accuracy,0.953232462173315
accuracy,0.9408528198074277
accuracy,0.951856946354883
accuracy,0.9491059147180193
accuracy,0.9573590096286108
